cat_strategy,mouse_strategy,skill,caught,caught_time,caught_seconds,steps,map
BurstMoveCat,Predictive,shield,1,34,0.0,34,hard
BurstMoveCat,Predictive,shield,1,11,0.0,11,hard
BurstMoveCat,Predictive,shield,1,39,0.0,39,hard
BurstMoveCat,Predictive,shield,1,26,0.0,26,hard
BurstMoveCat,Predictive,shield,1,22,0.0,22,hard
BurstMoveCat,Predictive,shield,1,29,0.0,29,hard
BurstMoveCat,Predictive,shield,1,36,0.0,36,hard
BurstMoveCat,Predictive,shield,1,12,0.0,12,hard
BurstMoveCat,Predictive,shield,1,34,0.0,34,hard
BurstMoveCat,Predictive,shield,1,39,0.0,39,hard
BurstMoveCat,Predictive,shield,1,34,0.0,34,hard
BurstMoveCat,Predictive,shield,1,27,0.0,27,hard
BurstMoveCat,Predictive,shield,1,30,0.0,30,hard
BurstMoveCat,Predictive,shield,1,49,0.0,49,hard
BurstMoveCat,Predictive,shield,1,19,0.0,19,hard
BurstMoveCat,Predictive,shield,1,19,0.0,19,hard
BurstMoveCat,Predictive,shield,1,23,0.0,23,hard
BurstMoveCat,Predictive,shield,1,29,0.0,29,hard
BurstMoveCat,Predictive,shield,1,26,0.0,26,hard
BurstMoveCat,Predictive,shield,1,22,0.0,22,hard
BurstMoveCat,Predictive,shield,1,23,0.0,23,hard
BurstMoveCat,Predictive,shield,1,36,0.0,36,hard
BurstMoveCat,Predictive,shield,1,18,0.0,18,hard
BurstMoveCat,Predictive,shield,1,66,0.0,66,hard
BurstMoveCat,Predictive,shield,1,23,0.0,23,hard
BurstMoveCat,Predictive,shield,1,29,0.0,29,hard
BurstMoveCat,Predictive,shield,1,40,0.0,40,hard
BurstMoveCat,Predictive,shield,1,60,0.0,60,hard
BurstMoveCat,Predictive,shield,1,25,0.0,25,hard
BurstMoveCat,Predictive,teleport,1,61,0.0,61,hard
BurstMoveCat,Predictive,teleport,1,69,0.0,69,hard
BurstMoveCat,Predictive,teleport,1,49,0.0,49,hard
BurstMoveCat,Predictive,teleport,1,40,0.0,40,hard
BurstMoveCat,Predictive,teleport,1,34,0.0,34,hard
BurstMoveCat,Predictive,teleport,1,16,0.0,16,hard
BurstMoveCat,Predictive,teleport,1,53,0.0,53,hard
BurstMoveCat,Predictive,teleport,1,39,0.0,39,hard
BurstMoveCat,Predictive,teleport,1,44,0.0,44,hard
BurstMoveCat,Predictive,teleport,1,31,0.0,31,hard
BurstMoveCat,Predictive,teleport,1,46,0.0,46,hard
BurstMoveCat,Predictive,teleport,1,11,0.0,11,hard
BurstMoveCat,Predictive,teleport,1,43,0.0,43,hard
BurstMoveCat,Predictive,teleport,1,30,0.0,30,hard
BurstMoveCat,Predictive,teleport,1,49,0.0,49,hard
BurstMoveCat,Predictive,teleport,1,51,0.0,51,hard
BurstMoveCat,Predictive,teleport,1,19,0.0,19,hard
BurstMoveCat,Predictive,teleport,1,31,0.0,31,hard
BurstMoveCat,Predictive,teleport,1,29,0.0,29,hard
BurstMoveCat,Predictive,teleport,1,40,0.0,40,hard
BurstMoveCat,Predictive,teleport,1,23,0.0,23,hard
BurstMoveCat,Predictive,teleport,1,23,0.0,23,hard
BurstMoveCat,Predictive,teleport,1,32,0.0,32,hard
BurstMoveCat,Predictive,teleport,1,49,0.0,49,hard
BurstMoveCat,Predictive,teleport,1,46,0.0,46,hard
BurstMoveCat,Predictive,teleport,1,42,0.0,42,hard
BurstMoveCat,Predictive,teleport,1,39,0.0,39,hard
BurstMoveCat,Predictive,teleport,1,43,0.0,43,hard
BurstMoveCat,Predictive,teleport,1,55,0.01,55,hard
BurstMoveCat,Predictive,teleport,1,48,0.0,48,hard
BurstMoveCat,Predictive,teleport,1,49,0.0,49,hard
BurstMoveCat,Predictive,teleport,1,48,0.0,48,hard
BurstMoveCat,Predictive,teleport,1,59,0.0,59,hard
BurstMoveCat,Predictive,teleport,1,39,0.0,39,hard
BurstMoveCat,Predictive,teleport,1,14,0.0,14,hard
BurstMoveCat,Predictive,teleport,1,28,0.0,28,hard
BurstMoveCat,Predictive,teleport,1,13,0.0,13,hard
BurstMoveCat,Predictive,teleport,1,15,0.0,15,hard
BurstMoveCat,Predictive,teleport,1,28,0.0,28,hard
BurstMoveCat,Predictive,teleport,1,0,0.0,0,hard
BurstMoveCat,Predictive,teleport,1,48,0.0,48,hard
BurstMoveCat,Predictive,teleport,1,32,0.0,32,hard
BurstMoveCat,Predictive,teleport,1,61,0.0,61,hard
BurstMoveCat,Predictive,teleport,1,39,0.0,39,hard
BurstMoveCat,Predictive,teleport,1,11,0.0,11,hard
BurstMoveCat,Predictive,teleport,1,29,0.0,29,hard
BurstMoveCat,Predictive,teleport,1,29,0.0,29,hard
BurstMoveCat,Predictive,teleport,1,51,0.0,51,hard
BurstMoveCat,Predictive,teleport,1,22,0.0,22,hard
BurstMoveCat,Predictive,teleport,1,38,0.0,38,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,50,0.0,50,hard
BurstMoveCat,Predictive,smoke,1,39,0.0,39,hard
BurstMoveCat,Predictive,smoke,1,17,0.0,17,hard
BurstMoveCat,Predictive,smoke,1,16,0.0,16,hard
BurstMoveCat,Predictive,smoke,1,51,0.01,51,hard
BurstMoveCat,Predictive,smoke,1,22,0.0,22,hard
BurstMoveCat,Predictive,smoke,0,-1,-1,200,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,47,0.0,47,hard
BurstMoveCat,Predictive,smoke,1,38,0.0,38,hard
BurstMoveCat,Predictive,smoke,1,10,0.0,10,hard
BurstMoveCat,Predictive,smoke,1,41,0.0,41,hard
BurstMoveCat,Predictive,smoke,1,17,0.0,17,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,26,0.0,26,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,16,0.0,16,hard
BurstMoveCat,Predictive,smoke,1,15,0.0,15,hard
BurstMoveCat,Predictive,smoke,1,25,0.0,25,hard
BurstMoveCat,Predictive,smoke,1,23,0.0,23,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,23,0.0,23,hard
BurstMoveCat,Predictive,smoke,1,9,0.0,9,hard
BurstMoveCat,Predictive,smoke,1,30,0.0,30,hard
BurstMoveCat,Predictive,smoke,1,12,0.0,12,hard
BurstMoveCat,Predictive,smoke,1,25,0.0,25,hard
BurstMoveCat,Predictive,smoke,1,27,0.0,27,hard
BurstMoveCat,Predictive,smoke,1,30,0.0,30,hard
BurstMoveCat,Predictive,smoke,1,7,0.0,7,hard
BurstMoveCat,Predictive,smoke,1,29,0.0,29,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,3,0.0,3,hard
BurstMoveCat,Predictive,smoke,1,5,0.0,5,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,8,0.0,8,hard
BurstMoveCat,Predictive,smoke,1,25,0.0,25,hard
BurstMoveCat,Predictive,smoke,1,10,0.0,10,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,19,0.0,19,hard
BurstMoveCat,Predictive,smoke,1,22,0.0,22,hard
BurstMoveCat,Predictive,smoke,1,39,0.0,39,hard
BurstMoveCat,Predictive,smoke,1,50,0.0,50,hard
BurstMoveCat,Predictive,smoke,1,34,0.0,34,hard
BurstMoveCat,Predictive,smoke,1,31,0.0,31,hard
BurstMoveCat,Predictive,smoke,1,18,0.0,18,hard
BurstMoveCat,Predictive,none,1,27,0.0,27,hard
BurstMoveCat,Predictive,none,1,30,0.0,30,hard
BurstMoveCat,Predictive,none,1,30,0.0,30,hard
BurstMoveCat,Predictive,none,1,13,0.0,13,hard
BurstMoveCat,Predictive,none,1,23,0.0,23,hard
BurstMoveCat,Predictive,none,1,19,0.0,19,hard
BurstMoveCat,Predictive,none,1,25,0.0,25,hard
BurstMoveCat,Predictive,none,1,16,0.0,16,hard
BurstMoveCat,Predictive,none,1,38,0.0,38,hard
BurstMoveCat,Predictive,none,1,9,0.0,9,hard
BurstMoveCat,Predictive,none,1,62,0.0,62,hard
BurstMoveCat,Predictive,none,1,39,0.0,39,hard
BurstMoveCat,Predictive,none,1,15,0.0,15,hard
BurstMoveCat,Predictive,none,1,43,0.0,43,hard
BurstMoveCat,Predictive,none,1,50,0.0,50,hard
BurstMoveCat,Predictive,none,1,25,0.0,25,hard
BurstMoveCat,Predictive,none,1,9,0.0,9,hard
BurstMoveCat,Predictive,none,1,18,0.0,18,hard
BurstMoveCat,Predictive,none,1,25,0.0,25,hard
BurstMoveCat,Predictive,none,1,35,0.0,35,hard
BurstMoveCat,Predictive,none,1,66,0.01,66,hard
BurstMoveCat,Predictive,none,1,35,0.0,35,hard
BurstMoveCat,Predictive,none,1,49,0.0,49,hard
BurstMoveCat,Predictive,none,1,24,0.0,24,hard
BurstMoveCat,Predictive,none,1,15,0.0,15,hard
BurstMoveCat,Predictive,none,1,20,0.0,20,hard
BurstMoveCat,Predictive,none,1,39,0.0,39,hard
BurstMoveCat,Predictive,none,1,19,0.0,19,hard
BurstMoveCat,Predictive,none,1,49,0.0,49,hard
BurstMoveCat,Predictive,none,1,76,0.0,76,hard
BurstMoveCat,Predictive,none,1,30,0.0,30,hard
BurstMoveCat,Predictive,none,1,29,0.0,29,hard
BurstMoveCat,Predictive,none,1,39,0.0,39,hard
BurstMoveCat,Predictive,none,1,38,0.0,38,hard
BurstMoveCat,Predictive,none,1,20,0.0,20,hard
BurstMoveCat,Predictive,none,1,19,0.0,19,hard
BurstMoveCat,Predictive,none,1,23,0.0,23,hard
BurstMoveCat,Predictive,none,1,9,0.0,9,hard
BurstMoveCat,Predictive,none,1,35,0.0,35,hard
BurstMoveCat,Predictive,none,1,19,0.0,19,hard
BurstMoveCat,Predictive,none,1,23,0.0,23,hard
BurstMoveCat,Predictive,none,1,39,0.0,39,hard
BurstMoveCat,Predictive,none,1,0,0.0,0,hard
BurstMoveCat,Predictive,none,1,18,0.0,18,hard
BurstMoveCat,Predictive,none,1,27,0.0,27,hard
BurstMoveCat,Predictive,none,1,30,0.0,30,hard
BurstMoveCat,Predictive,none,1,47,0.0,47,hard
BurstMoveCat,Predictive,none,1,19,0.0,19,hard
BurstMoveCat,Predictive,none,1,25,0.0,25,hard
BurstMoveCat,Predictive,none,1,26,0.0,26,hard
